Code postal;Localité;Sous-commune;Commune principale;Province
6800;LIBRAMONT-CHEVIGNY;Non;LIBRAMONT-CHEVIGNY;Luxembourg
7740;PECQ;Non;PECQ;Hainaut
7134;Epinois;Oui;BINCHE;Hainaut
3130;Betekom;Oui;BEGIJNENDIJK;Brabant Flamand
3730;Romershoven;Oui;HOESELT;Limbourg
6927;TELLIN;Non;TELLIN;Luxembourg
7090;BRAINE-LE-COMTE;Non;BRAINE-LE-COMTE;Hainaut
3290;Deurne;Oui;DIEST;Brabant Flamand
5030;Sauvenière;Oui;GEMBLOUX;Namur
5600;Villers-En-Fagne;Oui;PHILIPPEVILLE;Namur
9820;Bottelare;Oui;MERELBEKE;Flandre-Orientale
5020;Flawinne;Oui;NAMUR;Namur
4540;Flône;Oui;AMAY;Liège
1470;Bousval;Oui;GENAPPE;Brabant Wallon
8810;LICHTERVELDE;Non;LICHTERVELDE;Flandre-Occidentale
9042;Sint-Kruis-Winkel;Oui;GENT;Flandre-Orientale
8730;Sint-Joris;Oui;BEERNEM;Flandre-Occidentale
5560;Hulsonniaux;Oui;HOUYET;Namur
7050;Masnuy-Saint-Jean;Oui;JURBISE;Hainaut
7322;Pommeroeul;Oui;BERNISSART;Hainaut
8600;Oostkerke;Oui;DIKSMUIDE;Flandre-Occidentale
1350;ORP-JAUCHE;Non;ORP-JAUCHE;Brabant Wallon
5300;Seilles;Oui;ANDENNE;Namur
2460;Tielen;Oui;KASTERLEE;Anvers
9200;DENDERMONDE;Non;DENDERMONDE;Flandre-Orientale
5572;Focant;Oui;BEAURAING;Namur
5024;Gelbressée;Oui;NAMUR;Namur
4653;Bolland;Oui;HERVE;Liège
1170;WATERMAEL-BOITSFORT;Non;WATERMAEL-BOITSFORT;Bruxelles (19 communes)
7021;Havré;Oui;MONS;Hainaut
4682;Heure-Le-Romain;Oui;OUPEYE;Liège
2811;Leest;Oui;MECHELEN;Anvers
1755;Leerbeek;Oui;GOOIK;Brabant Flamand
1367;RAMILLIES;Non;RAMILLIES;Brabant Wallon
8570;Gijzelbrechtegem;Oui;ANZEGEM;Flandre-Occidentale
5340;Sorée;Oui;GESVES;Namur
4980;Wanne;Oui;TROIS-PONTS;Liège
3870;Opheers;Oui;HEERS;Limbourg
6880;Orgeo;Oui;BERTRIX;Luxembourg
2520;Emblem;Oui;RANST;Anvers
9680;Maarke-Kerkem;Oui;MAARKEDAL;Flandre-Orientale
4120;Rotheux-Rimière;Oui;NEUPRÉ;Liège
5580;ROCHEFORT;Non;ROCHEFORT;Namur
6987;Beffe;Oui;RENDEUX;Luxembourg
9771;Nokere;Oui;KRUISEM;Flandre-Orientale
6880;Cugnon;Oui;BERTRIX;Luxembourg
8600;Woumen;Oui;DIKSMUIDE;Flandre-Occidentale
2880;Mariekerke;Oui;BORNEM;Anvers
2620;HEMIKSEM;Non;HEMIKSEM;Anvers
8510;Kooigem;Oui;KORTRIJK;Flandre-Occidentale
3040;Ottenburg;Oui;HULDENBERG;Brabant Flamand
9750;Zingem;Oui;KRUISEM;Flandre-Orientale
4610;Queue-Du-Bois;Oui;BEYNE-HEUSAY;Liège
6723;Habay-La-Vieille;Oui;HABAY;Luxembourg
1910;KAMPENHOUT;Non;KAMPENHOUT;Brabant Flamand
4347;Noville;Oui;FEXHE-LE-HAUT-CLOCHER;Liège
1350;Jauche;Oui;ORP-JAUCHE;Brabant Wallon
3740;Hees;Oui;BILZEN;Limbourg
5190;Saint-Martin;Oui;JEMEPPE-SUR-SAMBRE;Namur
9620;Elene;Oui;ZOTTEGEM;Flandre-Orientale
3530;Houthalen;Oui;HOUTHALEN-HELCHTEREN;Limbourg
3470;KORTENAKEN;Non;KORTENAKEN;Brabant Flamand
4520;Antheit;Oui;WANZE;Liège
2280;GROBBENDONK;Non;GROBBENDONK;Anvers
5540;HASTIÈRE;Non;HASTIÈRE;Namur
6997;Soy;Oui;EREZÉE;Luxembourg
4357;Haneffe;Oui;DONCEEL;Liège
9750;Huise;Oui;KRUISEM;Flandre-Orientale
4910;La Reid;Oui;THEUX;Liège
9400;Nederhasselt;Oui;NINOVE;Flandre-Orientale
6700;ARLON;Non;ARLON;Luxembourg
9420;ERPE-MERE;Non;ERPE-MERE;Flandre-Orientale
7040;Asquillies;Oui;QUÉVY;Hainaut
7530;Gaurain-Ramecroix;Oui;TOURNAI;Hainaut
5580;Lavaux-Sainte-Anne;Oui;ROCHEFORT;Namur
1540;HERNE;Non;HERNE;Brabant Flamand
2328;Meerle;Oui;HOOGSTRATEN;Anvers
5590;Sovet;Oui;CINEY;Namur
7804;Rebaix;Oui;ATH;Hainaut
9550;Woubrechtegem;Oui;HERZELE;Flandre-Orientale
1750;Sint-Martens-Lennik;Oui;LENNIK;Brabant Flamand
9667;HOREBEKE;Non;HOREBEKE;Flandre-Orientale
9890;Vurste;Oui;GAVERE;Flandre-Orientale
7141;Carnières;Oui;MORLANWELZ;Hainaut
6800;Freux;Oui;LIBRAMONT-CHEVIGNY;Luxembourg
5500;Furfooz;Oui;DINANT;Namur
2390;Westmalle;Oui;MALLE;Anvers
3321;Outgaarden;Oui;HOEGAARDEN;Brabant Flamand
7320;BERNISSART;Non;BERNISSART;Hainaut
3950;BOCHOLT;Non;BOCHOLT;Limbourg
8740;Egem;Oui;PITTEM;Flandre-Occidentale
9630;Rozebeke;Oui;ZWALM;Flandre-Orientale
1370;Saint-Remy-Geest;Oui;JODOIGNE;Brabant Wallon
5380;Marchovelette;Oui;FERNELMONT;Namur
8377;Meetkerke;Oui;ZUIENKERKE;Flandre-Occidentale
8600;Beerst;Oui;DIKSMUIDE;Flandre-Occidentale
8580;AVELGEM;Non;AVELGEM;Flandre-Occidentale
4250;Boëlhe;Oui;GEER;Liège
2330;MERKSPLAS;Non;MERKSPLAS;Anvers
7511;Vitrine Magique;;;
4217;HÉRON;Non;HÉRON;Liège
5140;Ligny;Oui;SOMBREFFE;Namur
4300;Oleye;Oui;WAREMME;Liège
9250;WAASMUNSTER;Non;WAASMUNSTER;Flandre-Orientale
1450;Cortil-Noirmont;Oui;CHASTRE;Brabant Wallon
6120;Marbaix;Oui;HAM-SUR-HEURE;Hainaut
2050;ANTWERPEN;Non;ANTWERPEN;Anvers
4790;BURG-REULAND;Non;BURG-REULAND;Liège
2870;Breendonk;Oui;PUURS-SINT-AMANDS;Anvers
4260;BRAIVES;Non;BRAIVES;Liège
5660;Mariembourg;Oui;COUVIN;Namur
6820;FLORENVILLE;Non;FLORENVILLE;Luxembourg
9971;Lembeke;Oui;KAPRIJKE;Flandre-Orientale
4560;Pailhe;Oui;CLAVIER;Liège
9051;Sint-Denijs-Westrem;Oui;GENT;Flandre-Orientale
8600;Sint-Jacobs-Kapelle;Oui;DIKSMUIDE;Flandre-Occidentale
1700;Sint-Ulriks-Kapelle;Oui;DILBEEK;Brabant Flamand
6642;Juseret;Oui;VAUX-SUR-SÛRE;Luxembourg
6830;Poupehan;Oui;BOUILLON;Luxembourg
7604;Wasmes-Audemez-Briffoeil;Oui;PÉRUWELZ;Hainaut
1315;Piétrebais;Oui;INCOURT;Brabant Wallon
6511;Strée;Oui;BEAUMONT;Hainaut
5310;Bolinne;Oui;EGHEZÉE;Namur
7120;Haulchin;Oui;ESTINNES;Hainaut
3370;BOUTERSEM;Non;BOUTERSEM;Brabant Flamand
1370;Dongelberg;Oui;JODOIGNE;Brabant Wallon
5630;Silenrieux;Oui;CERFONTAINE;Namur
7730;ESTAIMPUIS;Non;ESTAIMPUIS;Hainaut
1200;WOLUWE-SAINT-LAMBERT;Non;WOLUWE-SAINT-LAMBERT;Bruxelles (19 communes)
2110;WIJNEGEM;Non;WIJNEGEM;Anvers
2460;KASTERLEE;Non;KASTERLEE;Anvers
2200;Morkhoven;Oui;HERENTALS;Anvers
7750;Orroir;Oui;MONT-DE-L'ENCLUS;Hainaut
6464;Baileux;Oui;CHIMAY;Hainaut
1341;Céroux-Mousty;Oui;OTTIGNIES-LOUVAIN-LA-NEUVE;Brabant Wallon
9990;MALDEGEM;Non;MALDEGEM;Flandre-Orientale
2099;Antwerpen x;;;
1101;Scanning;;;
8490;Stalhille;Oui;JABBEKE;Flandre-Occidentale
7972;Ellignies-Sainte-Anne;Oui;BELOEIL;Hainaut
6220;Heppignies;Oui;FLEURUS;Hainaut
8950;HEUVELLAND;Non;HEUVELLAND;Flandre-Occidentale
1357;Linsmeau;Oui;HÉLÉCINE;Brabant Wallon
8972;Roesbrugge-Haringe;Oui;POPERINGE;Flandre-Occidentale
1472;Vieux-Genappe;Oui;GENAPPE;Brabant Wallon
9420;Vlekkem;Oui;ERPE-MERE;Flandre-Orientale
4317;Borlez;Oui;FAIMES;Liège
7300;BOUSSU;Non;BOUSSU;Hainaut
5641;Furnaux;Oui;METTET;Namur
4550;Saint-Séverin;Oui;NANDRIN;Liège
1853;Strombeek-Bever;Oui;GRIMBERGEN;Brabant Flamand
1090;JETTE;Non;JETTE;Bruxelles (19 communes)
8572;Kaster;Oui;ANZEGEM;Flandre-Occidentale
3700;Kolmont;Oui;TONGEREN;Limbourg
6500;Leugnies;Oui;BEAUMONT;Hainaut
4260;Avennes;Oui;BRAIVES;Liège
8630;Steenkerke;Oui;VEURNE;Flandre-Occidentale
1457;Tourinnes-Saint-Lambert;Oui;WALHAIN;Brabant Wallon
6032;Mont-Sur-Marchienne;Oui;CHARLEROI;Hainaut
3201;Langdorp;Oui;AARSCHOT;Brabant Flamand
6590;MOMIGNIES;Non;MOMIGNIES;Hainaut
2520;Oelegem;Oui;RANST;Anvers
1457;Walhain-Saint-Paul;Oui;WALHAIN;Brabant Wallon
8600;Esen;Oui;DIKSMUIDE;Flandre-Occidentale
4350;Lamine;Oui;REMICOURT;Liège
6460;Bailièvre;Oui;CHIMAY;Hainaut
7811;Arbre;Oui;ATH;Hainaut
1390;GREZ-DOICEAU;Non;GREZ-DOICEAU;Brabant Wallon
3128;Baal;Oui;TREMELO;Brabant Flamand
8380;Lissewege;Oui;BRUGGE;Flandre-Occidentale
7760;Molenbaix;Oui;CELLES;Hainaut
7140;MORLANWELZ;Non;MORLANWELZ;Hainaut
4317;Les Waleffes;Oui;FAIMES;Liège
1370;Saint-Jean-Geest;Oui;JODOIGNE;Brabant Wallon
8310;Sint-Kruis;Oui;BRUGGE;Flandre-Occidentale
4557;Seny;Oui;TINLOT;Liège
4608;Warsage;Oui;DALHEM;Liège
4851;Gemmenich;Oui;PLOMBIÈRES;Liège
1320;Nodebais;Oui;BEAUVECHAIN;Brabant Wallon
9170;Sint-Pauwels;Oui;SINT-GILLIS-WAAS;Flandre-Orientale
8480;Bekegem;Oui;ICHTEGEM;Flandre-Occidentale
7642;Calonne;Oui;ANTOING;Hainaut
4140;Dolembreux;Oui;SPRIMONT;Liège
3070;KORTENBERG;Non;KORTENBERG;Brabant Flamand
4800;VERVIERS;Non;VERVIERS;Liège
1474;Ways;Oui;GENAPPE;Brabant Wallon
9700;Bevere;Oui;OUDENAARDE;Flandre-Orientale
5660;COUVIN;Non;COUVIN;Namur
8340;DAMME;Non;DAMME;Flandre-Occidentale
8720;Oeselgem;Oui;DENTERGEM;Flandre-Occidentale
3020;Veltem-Beisem;Oui;HERENT;Brabant Flamand
7020;Maisières;Oui;MONS;Hainaut
7700;MOUSCRON;Non;MOUSCRON;Hainaut
1982;Weerde;Oui;ZEMST;Brabant Flamand
4870;Forêt;Oui;TROOZ;Liège
7032;Spiennes;Oui;MONS;Hainaut
4540;Ampsin;Oui;AMAY;Liège
9860;Balegem;Oui;OOSTERZELE;Flandre-Orientale
4317;FAIMES;Non;FAIMES;Liège
5575;Bourseigne-Vieille;Oui;GEDINNE;Namur
2040;Lillo;Oui;ANTWERPEN;Anvers
5372;Méan;Oui;HAVELANGE;Namur
9050;Gentbrugge;Oui;GENT;Flandre-Orientale
3840;Kolmont;Oui;BORGLOON;Limbourg
7080;La Bouverie;Oui;FRAMERIES;Hainaut
5170;Arbre;Oui;PROFONDEVILLE;Namur
2018;ANTWERPEN;Non;ANTWERPEN;Anvers
3300;Oplinter;Oui;TIENEN;Brabant Flamand
3350;Neerlinter;Oui;LINTER;Brabant Flamand
3400;Rumsdorp;Oui;LANDEN;Brabant Flamand
9150;Bazel;Oui;KRUIBEKE;Flandre-Orientale
7870;Cambron-Saint-Vincent;Oui;LENS;Hainaut
5600;Fagnolle;Oui;PHILIPPEVILLE;Namur
1702;Groot-Bijgaarden;Oui;DILBEEK;Brabant Flamand
1348;Louvain-La-Neuve;Oui;OTTIGNIES-LOUVAIN-LA-NEUVE;Brabant Wallon
3391;Meensel-Kiezegem;Oui;TIELT-WINGE;Brabant Flamand
7890;Lahamaide;Oui;ELLEZELLES;Hainaut
9810;NAZARETH;Non;NAZARETH;Flandre-Orientale
8020;Ruddervoorde;Oui;OOSTKAMP;Flandre-Occidentale
3670;Wijshagen;Oui;OUDSBERGEN;Limbourg
3381;Kapellen;Oui;GLABBEEK;Brabant Flamand
5530;YVOIR;Non;YVOIR;Namur
9340;Oordegem;Oui;LEDE;Flandre-Orientale
5030;Grand-Manil;Oui;GEMBLOUX;Namur
1701;Itterbeek;Oui;DILBEEK;Brabant Flamand
3202;Rillaar;Oui;AARSCHOT;Brabant Flamand
6596;Seloignes;Oui;MOMIGNIES;Hainaut
4263;Tourinne;Oui;BRAIVES;Liège
2960;BRECHT;Non;BRECHT;Anvers
8420;Klemskerke;Oui;DE HAAN;Flandre-Occidentale
7910;Cordes;Oui;FRASNES-LEZ-ANVAING;Hainaut
9120;BEVEREN-WAAS;Non;BEVEREN-WAAS;Flandre-Orientale
9090;MELLE;Non;MELLE;Flandre-Orientale
9630;Sint-Blasius-Boekel;Oui;ZWALM;Flandre-Orientale
3730;Werm;Oui;HOESELT;Limbourg
5555;Gros-Fays;Oui;BIÈVRE;Namur
6950;Harsin;Oui;NASSOGNE;Luxembourg
8972;Krombeke;Oui;POPERINGE;Flandre-Occidentale
1402;Thines;Oui;NIVELLES;Brabant Wallon
3960;BREE;Non;BREE;Limbourg
6769;MEIX-DEVANT-VIRTON;Non;MEIX-DEVANT-VIRTON;Luxembourg
7540;Quartes;Oui;TOURNAI;Hainaut
5361;Scy;Oui;HAMOIS;Namur
4837;Membach;Oui;BAELEN;Liège
3050;OUD-HEVERLEE;Non;OUD-HEVERLEE;Brabant Flamand
7910;Arc-Wattripont;Oui;FRASNES-LEZ-ANVAING;Hainaut
3870;Batsheers;Oui;HEERS;Limbourg
6567;Labuissière;Oui;MERBES-LE-CHÂTEAU;Hainaut
9120;Melsele;Oui;BEVEREN-WAAS;Flandre-Orientale
4834;Goé;Oui;LIMBOURG;Liège
3717;HERSTAPPE;Non;HERSTAPPE;Limbourg
1420;BRAINE-L'ALLEUD;Non;BRAINE-L'ALLEUD;Brabant Wallon
3870;HEERS;Non;HEERS;Limbourg
8647;Reninge;Oui;LO-RENINGE;Flandre-Occidentale
9260;WICHELEN;Non;WICHELEN;Flandre-Orientale
3700;Widooie;Oui;TONGEREN;Limbourg
4537;VERLAINE;Non;VERLAINE;Liège
6031;Monceau-Sur-Sambre;Oui;CHARLEROI;Hainaut
7350;Montroeul-Sur-Haine;Oui;HENSIES;Hainaut
9940;Ertvelde;Oui;EVERGEM;Flandre-Orientale
9550;HERZELE;Non;HERZELE;Flandre-Orientale
6821;Lacuisine;Oui;FLORENVILLE;Luxembourg
4850;Moresnet;Oui;PLOMBIÈRES;Liège
5640;Saint-Gérard;Oui;METTET;Namur
7110;Strépy-Bracquegnies;Oui;LA LOUVIÈRE;Hainaut
4347;Roloux;Oui;FEXHE-LE-HAUT-CLOCHER;Liège
6741;Vance;Oui;ETALLE;Luxembourg
1490;COURT-SAINT-ETIENNE;Non;COURT-SAINT-ETIENNE;Brabant Wallon
6972;Erneuville;Oui;TENNEVILLE;Luxembourg
9680;Etikhove;Oui;MAARKEDAL;Flandre-Orientale
4000;LIÈGE;Non;LIÈGE;Liège
9932;Ronsele;Oui;LIEVEGEM;Flandre-Orientale
6560;Grand-Reng;Oui;ERQUELINNES;Hainaut
4970;STAVELOT;Non;STAVELOT;Liège
2880;Weert;Oui;BORNEM;Anvers
2240;Massenhoven;Oui;ZANDHOVEN;Anvers
1310;LA HULPE;Non;LA HULPE;Brabant Wallon
4280;Avin;Oui;HANNUT;Liège
3350;Neerhespen;Oui;LINTER;Brabant Flamand
5560;Ciergnon;Oui;HOUYET;Namur
5600;Sart-En-Fagne;Oui;PHILIPPEVILLE;Namur
6940;Wéris;Oui;DURBUY;Luxembourg
3520;ZONHOVEN;Non;ZONHOVEN;Limbourg
1570;GALMAARDEN;Non;GALMAARDEN;Brabant Flamand
1501;Buizingen;Oui;HALLE;Brabant Flamand
9552;Borsbeke;Oui;HERZELE;Flandre-Orientale
6220;Lambusart;Oui;FLEURUS;Hainaut
3370;Vertrijk;Oui;BOUTERSEM;Brabant Flamand
5560;Mesnil-Saint-Blaise;Oui;HOUYET;Namur
3650;Rotem;Oui;DILSEN-STOKKEM;Limbourg
5680;DOISCHE;Non;DOISCHE;Namur
8904;Boezinge;Oui;IEPER;Flandre-Occidentale
5520;ONHAYE;Non;ONHAYE;Namur
8650;Merkem;Oui;HOUTHULST;Flandre-Occidentale
6661;Mont;Oui;HOUFFALIZE;Luxembourg
6460;CHIMAY;Non;CHIMAY;Hainaut
1380;Couture-Saint-Germain;Oui;LASNE;Brabant Wallon
7904;Pipaix;Oui;LEUZE-EN-HAINAUT;Hainaut
2290;VORSELAAR;Non;VORSELAAR;Anvers
5070;Le Roux;Oui;FOSSES-LA-VILLE;Namur
7904;Tourpes;Oui;LEUZE-EN-HAINAUT;Hainaut
4280;Crehen;Oui;HANNUT;Liège
6823;Villers-Devant-Orval;Oui;FLORENVILLE;Luxembourg
4870;Fraipont;Oui;TROOZ;Liège
8370;BLANKENBERGE;Non;BLANKENBERGE;Flandre-Occidentale
5332;Crupet;Oui;ASSESSE;Namur
2270;HERENTHOUT;Non;HERENTHOUT;Anvers
8670;KOKSIJDE;Non;KOKSIJDE;Flandre-Occidentale
2360;OUD-TURNHOUT;Non;OUD-TURNHOUT;Anvers
6183;Trazegnies;Oui;COURCELLES;Hainaut
9991;Adegem;Oui;MALDEGEM;Flandre-Orientale
2070;Burcht;Oui;ZWIJNDRECHT;Anvers
6700;Bonnert;Oui;ARLON;Luxembourg
6860;Ebly;Oui;LÉGLISE;Luxembourg
3840;Hoepertingen;Oui;BORGLOON;Limbourg
2275;LILLE;Non;LILLE;Anvers
4850;PLOMBIÈRES;Non;PLOMBIÈRES;Liège
6280;Acoz;Oui;GERPINNES;Hainaut
9660;BRAKEL;Non;BRAKEL;Flandre-Orientale
3740;Grote-Spouwen;Oui;BILZEN;Limbourg
1730;Kobbegem;Oui;ASSE;Brabant Flamand
9850;Landegem;Oui;DEINZE;Flandre-Orientale
7740;Warcoing;Oui;PECQ;Hainaut
9150;Rupelmonde;Oui;KRUIBEKE;Flandre-Orientale
3300;Bost;Oui;TIENEN;Brabant Flamand
7940;BRUGELETTE;Non;BRUGELETTE;Hainaut
5060;Auvelais;Oui;SAMBREVILLE;Namur
6887;HERBEUMONT;Non;HERBEUMONT;Luxembourg
3270;Scherpenheuvel;Oui;SCHERPENHEUVEL-ZICHEM;Brabant Flamand
4910;THEUX;Non;THEUX;Liège
2070;ZWIJNDRECHT;Non;ZWIJNDRECHT;Anvers
1703;Schepdaal;Oui;DILBEEK;Brabant Flamand
9921;Vinderhoute;Oui;LIEVEGEM;Flandre-Orientale
4801;Stembert;Oui;VERVIERS;Liège
4780;Recht;Oui;SAINT-VITH;Liège
3440;Helen-Bos;Oui;ZOUTLEEUW;Brabant Flamand
6984;Hives;Oui;LA ROCHE-EN-ARDENNE;Luxembourg
1830;MACHELEN;Non;MACHELEN;Brabant Flamand
8560;WEVELGEM;Non;WEVELGEM;Flandre-Occidentale
7604;Baugnies;Oui;PÉRUWELZ;Hainaut
3500;HASSELT;Non;HASSELT;Limbourg
5340;Mozet;Oui;GESVES;Namur
3454;Rummen;Oui;GEETBETS;Brabant Flamand
1740;TERNAT;Non;TERNAT;Brabant Flamand
8610;Werken;Oui;KORTEMARK;Flandre-Occidentale
5300;Maizeret;Oui;ANDENNE;Namur
6960;Vaux-Chavanne;Oui;MANHAY;Luxembourg
9200;Mespelare;Oui;DENDERMONDE;Flandre-Orientale
4360;OREYE;Non;OREYE;Liège
9620;Sint-Goriks-Oudenhove;Oui;ZOTTEGEM;Flandre-Orientale
6230;Thiméon;Oui;PONT-À-CELLES;Hainaut
4280;Wansin;Oui;HANNUT;Liège
1150;WOLUWE-SAINT-PIERRE;Non;WOLUWE-SAINT-PIERRE;Bruxelles (19 communes)
7911;Moustier;Oui;FRASNES-LEZ-ANVAING;Hainaut
8650;HOUTHULST;Non;HOUTHULST;Flandre-Occidentale
4557;Abée;Oui;TINLOT;Liège
3800;Halmaal;Oui;SINT-TRUIDEN;Limbourg
7387;HONNELLES;Non;HONNELLES;Hainaut
6120;Jamioulx;Oui;HAM-SUR-HEURE;Hainaut
4432;Xhendremael;Oui;ANS;Liège
1370;JODOIGNE;Non;JODOIGNE;Brabant Wallon
6960;MANHAY;Non;MANHAY;Luxembourg
4280;Petit-Hallet;Oui;HANNUT;Liège
5377;Waillet;Oui;SOMME-LEUZE;Namur
4460;Horion-Hozémont;Oui;GRÂCE-HOLLOGNE;Liège
1315;Glimes;Oui;INCOURT;Brabant Wallon
8500;KORTRIJK;Non;KORTRIJK;Flandre-Occidentale
1600;Oudenaken;Oui;SINT-PIETERS-LEEUW;Brabant Flamand
6750;Signeulx;Oui;MUSSON;Luxembourg
9940;EVERGEM;Non;EVERGEM;Flandre-Orientale
5503;Sorinnes;Oui;DINANT;Namur
7506;Willemeau;Oui;TOURNAI;Hainaut
5555;Petit-Fays;Oui;BIÈVRE;Namur
5190;Ham-Sur-Sambre;Oui;JEMEPPE-SUR-SAMBRE;Namur
5680;Niverlée;Oui;DOISCHE;Namur
2222;Wiekevorst;Oui;HEIST-OP-DEN-BERG;Anvers
3791;Remersdaal;Oui;FOURONS;Limbourg
2020;ANTWERPEN;Non;ANTWERPEN;Anvers
7830;Bassilly;Oui;SILLY;Hainaut
9080;Beervelde;Oui;LOCHRISTI;Flandre-Orientale
5570;Wancennes;Oui;BEAURAING;Namur
7090;Henripont;Oui;BRAINE-LE-COMTE;Hainaut
3890;Vorsen;Oui;GINGELOM;Limbourg
5590;CINEY;Non;CINEY;Namur
3840;Kuttekoven;Oui;BORGLOON;Limbourg
4287;LINCENT;Non;LINCENT;Liège
1733;HighCo DATA;;;
2310;RIJKEVORSEL;Non;RIJKEVORSEL;Anvers
5080;Villers-Lez-Heest;Oui;LA BRUYÈRE;Namur
1140;EVERE;Non;EVERE;Bruxelles (19 communes)
8600;Stuivekenskerke;Oui;DIKSMUIDE;Flandre-Occidentale
3040;Loonbeek;Oui;HULDENBERG;Brabant Flamand
3370;Willebringen;Oui;BOUTERSEM;Brabant Flamand
9032;Wondelgem;Oui;GENT;Flandre-Orientale
3690;ZUTENDAAL;Non;ZUTENDAAL;Limbourg
5571;Wiesme;Oui;BEAURAING;Namur
6870;Mirwart;Oui;SAINT-HUBERT;Luxembourg
4670;Mortier;Oui;BLÉGNY;Liège
1450;Saint-Géry;Oui;CHASTRE;Brabant Wallon
6890;Redu;Oui;LIBIN;Luxembourg
8620;Sint-Joris;Oui;NIEUWPOORT;Flandre-Occidentale
5502;Thynes;Oui;DINANT;Namur
8600;Vladslo;Oui;DIKSMUIDE;Flandre-Occidentale
8460;Ettelgem;Oui;OUDENBURG;Flandre-Occidentale
2830;WILLEBROEK;Non;WILLEBROEK;Anvers
7140;Morlanwelz-Mariemont;Oui;MORLANWELZ;Hainaut
9310;Baardegem;Oui;AALST;Flandre-Orientale
4610;BEYNE-HEUSAY;Non;BEYNE-HEUSAY;Liège
7880;FLOBECQ;Non;FLOBECQ;Hainaut
9270;Kalken;Oui;LAARNE;Flandre-Orientale
2800;MECHELEN;Non;MECHELEN;Anvers
6840;NEUFCHÂTEAU;Non;NEUFCHÂTEAU;Luxembourg
9420;Mere;Oui;ERPE-MERE;Flandre-Orientale
3670;Neerglabbeek;Oui;OUDSBERGEN;Limbourg
612;Saint-Nicolas;;;
3272;Testelt;Oui;SCHERPENHEUVEL-ZICHEM;Brabant Flamand
5680;Vaucelles;Oui;DOISCHE;Namur
7730;Leers-Nord;Oui;ESTAIMPUIS;Hainaut
1301;Bierges;Oui;WAVRE;Brabant Wallon
4630;Micheroux;Oui;SOUMAGNE;Liège
7730;Estaimbourg;Oui;ESTAIMPUIS;Hainaut
1840;Malderen;Oui;LONDERZEEL;Brabant Flamand
5300;Thon;Oui;ANDENNE;Namur
4280;Cras-Avernas;Oui;HANNUT;Liège
5380;FERNELMONT;Non;FERNELMONT;Namur
9230;Westrem;Oui;WETTEREN;Flandre-Orientale
9661;Parike;Oui;BRAKEL;Flandre-Orientale
7332;Sirault;Oui;SAINT-GHISLAIN;Hainaut
6870;Vesqueville;Oui;SAINT-HUBERT;Luxembourg
9660;Zegelsem;Oui;BRAKEL;Flandre-Orientale
2850;BOOM;Non;BOOM;Anvers
2560;NIJLEN;Non;NIJLEN;Anvers
7780;COMINES-WARNETON;Non;COMINES-WARNETON;Hainaut
4400;Flémalle-Grande;Oui;FLÉMALLE;Liège
4300;Grand-Axhe;Oui;WAREMME;Liège
5060;Tamines;Oui;SAMBREVILLE;Namur
3090;OVERIJSE;Non;OVERIJSE;Brabant Flamand
5380;Pontillas;Oui;FERNELMONT;Namur
2060;ANTWERPEN;Non;ANTWERPEN;Anvers
1390;Archennes;Oui;GREZ-DOICEAU;Brabant Wallon
4450;Lantin;Oui;JUPRELLE;Liège
6850;Offagne;Oui;PALISEUL;Luxembourg
1360;PERWEZ;Non;PERWEZ;Brabant Wallon
7503;Froyennes;Oui;TOURNAI;Hainaut
4260;Fumal;Oui;BRAIVES;Liège
4630;Ayeneux;Oui;SOUMAGNE;Liège
8830;HOOGLEDE;Non;HOOGLEDE;Flandre-Occidentale
5500;Bouvignes-Sur-Meuse;Oui;DINANT;Namur
7022;Nouvelles;Oui;MONS;Hainaut
8640;Woesten;Oui;VLETEREN;Flandre-Occidentale
5000;Beez;Oui;NAMUR;Namur
3670;Gruitrode;Oui;OUDSBERGEN;Limbourg
4728;Hergenrath;Oui;LA CALAMINE;Liège
6200;Bouffioulx;Oui;CHÂTELET;Hainaut
5590;Chevetogne;Oui;CINEY;Namur
1081;KOEKELBERG;Non;KOEKELBERG;Bruxelles (19 communes)
3870;Mechelen-Bovelingen;Oui;HEERS;Limbourg
1800;Peutie;Oui;VILVOORDE;Brabant Flamand
4261;Latinne;Oui;BRAIVES;Liège
2861;Onze-Lieve-Vrouw-Waver;Oui;SINT-KATELIJNE-WAVER;Anvers
7330;SAINT-GHISLAIN;Non;SAINT-GHISLAIN;Hainaut
9070;DESTELBERGEN;Non;DESTELBERGEN;Flandre-Orientale
9420;Bambrugge;Oui;ERPE-MERE;Flandre-Orientale
3740;Mopertingen;Oui;BILZEN;Limbourg
5190;Onoz;Oui;JEMEPPE-SUR-SAMBRE;Namur
6880;Auby-Sur-Semois;Oui;BERTRIX;Luxembourg
6704;Guirsch;Oui;ARLON;Luxembourg
6987;RENDEUX;Non;RENDEUX;Luxembourg
7387;Roisin;Oui;HONNELLES;Hainaut
8340;Sijsele;Oui;DAMME;Flandre-Occidentale
7823;Gibecq;Oui;ATH;Hainaut
8432;Leffinge;Oui;MIDDELKERKE;Flandre-Occidentale
4217;Lavoir;Oui;HÉRON;Liège
3660;Opglabbeek;Oui;OUDSBERGEN;Limbourg
4682;Houtain-Saint-Siméon;Oui;OUPEYE;Liège
2500;LIER;Non;LIER;Anvers
7080;Noirchain;Oui;FRAMERIES;Hainaut
